現|85|present, existing, actual|85|ゲン|あらわ.れる、あらわ.す、うつつ、うつ.つ|11|玉: jewel; ball<br>見: see; hopes; chances; idea; opinion; look at; visible|present|275
球|302|ball, sphere|302|キュウ|たま|11|玉: jewel; ball<br>求: request; want; wish for; require; demand|ball|1005
理|86|logic, arrangement, reason, justice, truth|86|リ|ことわり|11|玉: jewel; ball<br>里: ri; village; parent's home; league|logic|283
琢|2004|polish|2022|タク|みが.く|11|玉: jewel; ball<br>豕: pig; hog; pig radical (no. 152)|hone|2613
琲|2690|string of many pearls|9999|ハイ|つらぬく|12|玉: jewel; ball<br>非: un-; mistake; negative; injustice; non-|beaded hairpin|2968
琳|2691|jewel, tinkling of jewelry|9999|リン||12|玉: jewel; ball<br>林: grove; forest|chime|2610
琴|1587|harp, koto|1591|キン、ゴン|こと|12|玉: jewel; ball<br>玉: jewel; ball<br>今: now|harp|1717
琵|1949|glissando on strings, lute|1965|ビ、ヒ||12|玉: jewel; ball<br>玉: jewel; ball<br>比: compare; race; ratio; Philipines|biwa|2921
琶|1950|lute|1966|ハ、ベ、ワ||12|玉: jewel; ball<br>玉: jewel; ball<br>巴: comma-design|lute|2922
瑚|2692|ancestral offering receptacle, coral|9999|コ、ゴ||13|玉: jewel; ball<br>胡: barbarian; foreign|coral reef|2615
瑛|2323|sparkle of jewelry, crystal|2393|エイ||12|玉: jewel; ball<br>英: England; English|crystal stone|2618
瑞|1866|congratulations|1873|ズイ、スイ|みず-、しるし|13|玉: jewel; ball<br>山: mountain<br>而: rake|fortunate|2616
瑠|2295|lapis lazuli|2352|ル、リュウ||14|玉: jewel; ball<br>留: detain; fasten; halt; stop|marine blue|1528
瑳|2693|polish, brilliant white luster of a gem, artful smile|9999|サ|みが.く|14|玉: jewel; ball<br>差: distinction; difference; variation; discrepancy; margin; balance|burnish|2612
瑶|2694|beautiful as a jewel|9999|ヨウ|たま|13|玉: jewel; ball<br>爪: claw; nail; talon<br>缶: tin can; container; jar radical (no. 121)|precious stone|9999
璃|2695|glassy, lapis lazuli|9999|リ||15|玉: jewel; ball<br>亠: kettle lid radical (no. 8)<br>凶: villain; evil; bad luck; disaster<br>禸: rump; footprint radical (no. 114)|crystal|1606
璧|2696|sphere, ball|9999|ヘキ|たま|18|辟: false; punish; crime; law<br>玉: jewel; ball||1617
環|409|ring, circle, link, wheel|409|カン|わ|17|玉: jewel; ball<br>睘: round; stare|ring|899
璽|2697|emperor's seal|9999|ジ||19|爾: you; thou; second person<br>玉: jewel; ball|imperial seal|2194
瓜|2371|melon|2459|カ、ケ|うり|6|丿: katakana no radical (no. 4)<br>厶: I; myself; katakana mu radical (no. 28)|melon|2022
瓢|2698|gourd|9999|ヒョウ|ひさご、ふくべ|17|票: ballot; label; ticket; sign<br>瓜: melon|gourd|2920
瓦|1843|tile, gram|1850|ガ|かわら、ぐらむ|5|丶: dot; tick or dot radical (no. 3)|tile|1108
瓶|1525|bottle, vial, jar, jug, vat, urn|1528|ビン|かめ|11|并: put together<br>瓦: tile; gram|flower pot|1109
甘|1247|sweet, coax, pamper, be content, sugary|1248|カン|あま.い、あま.える、あま.やかす、うま.い|5|廿: twenty; 20|sweet|1894
甚|1947|tremendously, very, great, exceedingly|1961|ジン|はなは.だ、はなは.だしい|9|甘: sweet; coax; pamper; be content; sugary<br>匹: equal; head; counter for small animals; roll of cloth|tremendously|1905
生|29|life, genuine, birth|29|セイ、ショウ|い.きる、い.かす、い.ける、う.まれる、うま.れる、う.まれ、うまれ、う.む、お.う、は.える、は.やす、き、なま、なま-、な.る、な.す、む.す、-う|5|生: life, life radical (no. 100)|life|1675
産|161|products, bear, give birth, yield, childbirth, native, property|161|サン|う.む、う.まれる、うぶ-、む.す|11|立: stand up; rise; set up; erect<br>厂: wild goose; trailing cliff radical (no. 27)<br>生: life; genuine; birth|products|1681
甥|2699|nephew|9999|セイ、ソウ、ショウ|おい、むこ|12|生: life; genuine; birth<br>男: male|nephew|2919
甦|2347|be resuscitated, revived|2429|ソ、コウ|よみがえ.る|12|更: grow late; night watch; sit up late; of course; renew; renovate; again; more and more; further<br>生: life; genuine; birth|resucitate|2947
用|107|utilize, business, service, use, employ|107|ヨウ|もち.いる|5|用: use (radical no. 101)|utilize|1265
甫|2229|for the first time, not until|2270|ホ、フ|はじ.めて|7|用: utilize; business; service; use; employ<br>丶: dot; tick or dot radical (no. 3)|offspring|9999
田|90|rice field, rice paddy|90|デン|た|5|田: field, field radical (no. 102)|rice field|14
由|325|wherefore, a reason|325|ユ、ユウ、ユイ|よし、よ.る|5|田: rice field; rice paddy<br>丨: number one; line; rod radical (no. 2)|wherefore|1186
甲|1073|armor, high (voice), A grade, first class, former, instep, carapace|1073|コウ、カン|きのえ|5|田: rice field; rice paddy<br>丨: number one; line; rod radical (no. 2)|armor|1194
申|492|have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac|492|シン|もう.す、もう.し-、さる|5|田: rice field; rice paddy<br>丨: number one; line; rod radical (no. 2)|speaketh|1198
男|240|male|240|ダン、ナン|おとこ、お|7|田: rice field; rice paddy<br>力: power; strength; strong; strain; bear up; exert|male|923
町|292|town, village, block, street|292|チョウ|まち|7|田: rice field; rice paddy<br>丁: street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign|town|96
画|199|brush-stroke, picture|199|ガ、カク、エ、カイ|えが.く、かく.する、かぎ.る、はかりごと、はか.る|8|一: one; one radical (no.1)<br>由: wherefore; a reason<br>凵: open box enclosure; open box radical (no. 17)|brush stroke|1254
界|158|world, boundary|158|カイ||9|田: rice field; rice paddy<br>介: jammed in; shellfish; mediate; concern oneself with|world|266
畏|2321|fear, majestic, graciously, be apprehensive|2389|イ|おそ.れる、かしこま.る、かしこ、かしこ.し|9|田: rice field; rice paddy<br>一: one; one radical (no.1)|apprehensive|2069
畑|1176|farm, field, garden, one's specialty, (kokuji)|1176||はた、はたけ、-ばたけ|9|火: fire<br>田: rice field; rice paddy|farm|178
畔|2031|paddy ridge, levee|2049|ハン|あぜ、くろ、ほとり|10|田: rice field; rice paddy<br>半: half; middle; odd number; semi-; part-|paddy ridge|1288
留|731|detain, fasten, halt, stop|731|リュウ、ル|と.める、と.まる、とど.める、とど.まる、るうぶる|10|卯: sign of the hare or rabbit; 5-7AM; fourth sign of Chinese zodiac; east<br>田: rice field; rice paddy|detain|1527
畜|1818|livestock, domestic fowl and animals|1824|チク||10|玄: mysterious; occultness<br>田: rice field; rice paddy|livestock|1485
畝|2274|furrow, thirty tsubo, ridge, rib|2327|ボウ、ホ、モ、ム|せ、うね|10|亠: kettle lid radical (no. 8)<br>田: rice field; rice paddy<br>久: long time; old story|furrow|1093
畢|2700|the end, finish|9999|ヒツ|おわ.る、あみ、おわ.り、ことごとく|11|田: rice field; rice paddy<br>丨: number one; line; rod radical (no. 2)|lastly|2620
略|774|abbreviation, omission, outline, shorten, capture, plunder|774|リャク|ほぼ、はぶ.く、おか.す、おさ.める、はかりごと、はか.る|11|田: rice field; rice paddy<br>各: each; every; either|abbreviation|314
畦|2701|rice paddy ridge, furrow, rib|9999|ケイ|あぜ、うね|11|田: rice field; rice paddy<br>圭: square jewel; corner; angle; edge|paddy-field ridge|2621
異|631|uncommon, different, queerness, strangeness, wonderful, curious, unusual|631|イ|こと、こと.なる、け|11|田: rice field; rice paddy<br>共: together; both; neither; all; and; alike; with|uncommon|1936
番|348|turn, number in a series|348|バン|つが.い|12|釆: separate; divide; topped rice radical (no. 165)<br>田: rice field; rice paddy|turn|2058
畳|1661|tatami mat, counter for tatami mats, fold, shut up, do away with|1665|ジョウ、チョウ|たた.む、たたみ、かさ.なる|12|田: rice field; rice paddy<br>冖: wa-shaped crown radical (no. 14)<br>且: moreover; also; furthermore|tatami mat|1923
畷|2702|rice field ridge path|9999|テツ、テイ、セイ|なわて|13|田: rice field; rice paddy<br>又: or again; furthermore; on the other hand<br>又: or again; furthermore; on the other hand<br>又: or again; furthermore; on the other hand<br>又: or again; furthermore; on the other hand|rice-field footpath|2221
畿|1679|capital, suburbs of capital|1683|キ|みやこ|15|戌: sign of the dog; 7-9PM; eleventh sign of Chinese zodiac|capital suburbs|1483
疋|2703|head, counter for animals|9999|ヒキ、ショ、ソ、ヒツ|あし|5|卜: divination<br>人: person|critters|2238
疎|1569|alienate, rough, neglect, shun, sparse, penetrate|1572|ソ、ショ|うと.い、うと.む、まば.ら|12|疋: head; counter for animals<br>束: bundle; sheaf; ream; tie in bundles; govern; manage; control|alienate|1797
疏|2704|pass through, note, commentary, estrangement, sparseness, neglect, penetrate|9999|ソ、ショ|あら.い、うと.い、うと.む、とお.る、とお.す、まばら|12|疋: head; counter for animals<br>㐬: a cup with pendants; a pennant; wild; barren; uncultivated|transcription|2930
疑|283|doubt, distrust, be suspicious, question|283|ギ|うたが.う|14|匕: spoon; spoon or katakana hi radical (no. 21)<br>矢: dart; arrow<br>マ: None<br>疋: head; counter for animals|doubt|1513
疫|1657|epidemic|1661|エキ、ヤク||9|疒: trailing sickness; sick radical (no. 104)<br>殳: pike; windy-again radical (no. 79)|epidemic|1824
疲|1262|exhausted, tire, weary|1263|ヒ|つか.れる、-づか.れ、つか.らす|10|疒: trailing sickness; sick radical (no. 104)<br>皮: pelt; skin; hide; leather; skin radical (no. 107)|tired|1823
疹|2705|measles, sickness|9999|シン、チン|はしか|10|疒: trailing sickness; sick radical (no. 104)<br>彡: three; hair ornament; short hair or fur radical (no. 59)|measles|2624
疾|1574|rapidly|1577|シツ|はや.い|10|疒: trailing sickness; sick radical (no. 104)<br>矢: dart; arrow|rapidly|1819
病|384|ill, sick|384|ビョウ、ヘイ|や.む、-や.み、やまい|10|疒: trailing sickness; sick radical (no. 104)<br>丙: third class; 3rd; 3rd calendar sign|ill|1813
症|1111|symptoms, illness|1111|ショウ||10|疒: trailing sickness; sick radical (no. 104)<br>正: correct; justice; righteous; 10**40|symptoms|1816
痒|2706|itchy|9999|ヨウ|かゆ.がる、かさ、かゆ.い|11|疒: trailing sickness; sick radical (no. 104)<br>羊: sheep|itch|2622
痔|2707|piles, hemorrhoids|9999|ヂ、ジ|しもがさ|11|疒: trailing sickness; sick radical (no. 104)<br>寺: Buddhist temple|hemorrhoids|2625
痕|1944|mark, foot print|1958|コン|あと|11|疒: trailing sickness; sick radical (no. 104)<br>艮: northeast (Oriental zodiac); stopping; good radical (no. 138)|scar|1822
痘|2708|pox, smallpox|9999|トウ||12|疒: trailing sickness; sick radical (no. 104)<br>豆: beans; pea; midget|pox|1815
痛|903|pain, hurt, damage, bruise|903|ツウ|いた.い、いた.む、いた.ましい、いた.める|12|疒: trailing sickness; sick radical (no. 104)<br>甬: road with walls on both sides|pain|1825
痢|2019|diarrhea|2037|リ||12|疒: trailing sickness; sick radical (no. 104)<br>利: profit; advantage; benefit|diarrhea|1821
痩|2709|get thin|9999|ソウ、チュウ、シュウ、シュ|や.せる|12|疒: trailing sickness; sick radical (no. 104)<br>叟: old person|lose weight|1818
痰|2710|sputum, phlegm|9999|タン||13|疒: trailing sickness; sick radical (no. 104)<br>炎: inflammation; flame; blaze|phlegm|2623
痴|1659|stupid, foolish|1663|チ|し.れる、おろか|13|疒: trailing sickness; sick radical (no. 104)<br>知: know; wisdom|stupid|1814
痺|2711|palsy, become numb, paralysed|9999|ヒ|しび.れる|13|疒: trailing sickness; sick radical (no. 104)<br>卑: lowly; base; vile; vulgar|paralysis|2627
瘍|2712|swelling, boil, tumor|9999|ヨウ|かさ|14|疒: trailing sickness; sick radical (no. 104)<br>昜: open; sun||1817
療|600|heal, cure|600|リョウ||17|疒: trailing sickness; sick radical (no. 104)<br>尞: fuel used for sacrifices|heal|1845
癌|2201|cancer, cancerous evil|2233|ガン||17|疒: trailing sickness; sick radical (no. 104)<br>嵒: rock|cancer|2626
癒|1663|healing, cure, quench (thirst), wreak|1667|ユ|い.える、いや.す、い.やす|18|疒: trailing sickness; sick radical (no. 104)<br>愈: be superior; heal; more and more; increasingly; finally; beyond doubt|healing|2193
癖|1957|mannerism, habit, vice, trait, fault, kink|1973|ヘキ|くせ、くせ.に|18|疒: trailing sickness; sick radical (no. 104)<br>辟: false; punish; crime; law|mannerism|1826
発|32|departure, discharge, publish, emit, start from, disclose, counter for gunshots|32|ハツ、ホツ|た.つ、あば.く、おこ.る、つか.わす、はな.つ|9|癶: dotted tent radical (no. 105)<br>二: two; two radical (no.2)<br>八: eight; eight radical (no. 12)|discharge|1840
登|566|ascend, climb up|566|トウ、ト、ドウ、ショウ、チョウ|のぼ.る、あ.がる|12|癶: dotted tent radical (no. 105)<br>豆: beans; pea; midget|ascend|1838
白|483|white|483|ハク、ビャク|しろ、しら-、しろ.い|5|日: day; sun; Japan; counter for days|white|37
百|163|hundred|163|ヒャク、ビャク|もも|6|一: one; one radical (no.1)<br>白: white|hundred|38
的|105|bull's eye, mark, target, object, adjective ending|105|テキ|まと|8|日: day; sun; Japan; counter for days<br>勺: ladle; one tenth of a go; dip|bull's eye|73
皆|1266|all, everything|1267|カイ|みな、みんな|9|比: compare; race; ratio; Philipines<br>日: day; sun; Japan; counter for days|all|484
皇|721|emperor|721|コウ、オウ||9|白: white<br>玉: jewel; ball|emperor|279
畠|1853|field, farm, garden, (kokuji)|1860||はたけ、はた|10|日: day; sun; Japan; counter for days<br>田: rice field; rice paddy|dry field|2925
皐|2206|swamp, shore|2240|コウ|さつき|11|日: day; sun; Japan; counter for days<br>二: two; two radical (no.2)<br>二: two; two radical (no.2)<br>十: ten|lunar month|2220
皓|2346|white, clear|2428|コウ|しろ.い、ひか.る|12|日: day; sun; Japan; counter for days<br>告: revelation; tell; inform; announce|beaming|2941
皮|1092|pelt, skin, hide, leather, skin radical (no. 107)|1092|ヒ|かわ|5|皮: skin, skin radical (no. 107)|pelt|865
皿|1806|dish, a helping, plate|1812|ベイ|さら|5|皿: dish, dish radical (no. 108)|dish|1555
盆|1650|basin, lantern festival, tray|1654|ボン||9|分: part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100<br>皿: dish; a helping; plate|basin|1557
益|674|benefit, gain, profit, advantage|674|エキ、ヤク|ま.す|10|八: eight; eight radical (no. 12)<br>皿: dish; a helping; plate|benefit|2026
盗|1051|steal, rob, pilfer|1051|トウ|ぬす.む、ぬす.み|11|次: next; order; sequence<br>皿: dish; a helping; plate|steal|1559
盛|712|boom, prosper, copulate|712|セイ、ジョウ|も.る、さか.る、さか.ん|11|成: turn into; become; get; grow; elapse; reach<br>皿: dish; a helping; plate|boom|1567
盟|587|alliance, oath|587|メイ||13|明: bright; light<br>皿: dish; a helping; plate|alliance|1558
監|408|oversee, official, govt office, rule, administer|408|カン||15|臣: retainer; subject<br>皿: dish; a helping; plate|oversee|1562
盤|881|tray, shallow bowl, platter, tub, board, phonograph record|881|バン||15|般: carrier; carry; all<br>皿: dish; a helping; plate|tray|2017
目|76|eye, class, look, insight, experience, care, favor|76|モク、ボク|め、-め、ま-|5|目: eye, eye radical (no. 109)|eye|15
盲|1762|blind, blind man, ignoramus|1767|モウ|めくら|8|亡: deceased; the late; dying; perish<br>目: eye; class; look; insight; experience; care; favor|blind|525
直|246|straightaway, honesty, frankness, fix, repair|246|チョク、ジキ、ジカ|ただ.ちに、なお.す、-なお.す、なお.る、なお.き、す.ぐ|8|十: ten<br>目: eye; class; look; insight; experience; care; favor|straightaway|77
相|45|inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy|45|ソウ、ショウ|あい-|9|木: tree; wood<br>目: eye; class; look; insight; experience; care; favor|inter-|222
盾|1475|shield, escutcheon, pretext|1476|ジュン|たて|9|厂: wild goose; trailing cliff radical (no. 27)<br>十: ten<br>目: eye; class; look; insight; experience; care; favor|shield|1997
省|548|focus, government ministry, conserve|548|セイ、ショウ|かえり.みる、はぶ.く|9|少: few; little<br>目: eye; class; look; insight; experience; care; favor|focus|131
眉|2152|eyebrow|2177|ビ、ミ|まゆ|9|丿: katakana no radical (no. 4)<br>目: eye; class; look; insight; experience; care; favor|eyebrow|2045
看|1060|watch over, see|1060|カン|み.る|9|手: hand<br>目: eye; class; look; insight; experience; care; favor|watch over|688
県|140|prefecture|140|ケン|か.ける|9|目: eye; class; look; insight; experience; care; favor<br>小: little; small|prefecture|552
真|279|true, reality, Buddhist sect|279|シン|ま、ま-、まこと|10|十: ten<br>具: tool; utensil; means; possess; ingredients; counter for armor, suits, sets of furniture|TRUE|79
眠|1314|sleep, die, sleepy|1315|ミン|ねむ.る、ねむ.い|10|目: eye; class; look; insight; experience; care; favor<br>民: people; nation; subjects|sleep|1977
眩|2713|faint, dizzy|9999|ゲン、カン|げん.す、くるめ.く、まぶ.しい、くら.む、まど.う、めま.い、まばゆ.い、くれ.る、ま.う|10|目: eye; class; look; insight; experience; care; favor<br>玄: mysterious; occultness|dizzy|2629
眸|2714|pupil of the eye|9999|ボウ、ム|ひとみ|11|目: eye; class; look; insight; experience; care; favor<br>牟: pupil (eye); moo (cow sound)|apple of the eye|2628
眺|1722|stare, watch, look at, see, scrutinize|1726|チョウ|なが.める|11|目: eye; class; look; insight; experience; care; favor<br>兆: portent; 10**12; trillion; sign; omen; symptoms|stare|252
眼|1524|eyeball|1527|ガン、ゲン|まなこ、め|11|目: eye; class; look; insight; experience; care; favor<br>艮: northeast (Oriental zodiac); stopping; good radical (no. 138)|eyeball|1577
着|376|don, arrive, wear, counter for suits of clothing|376|チャク、ジャク|き.る、-ぎ、き.せる、-き.せ、つ.く、つ.ける|12|羊: sheep<br>丿: katakana no radical (no. 4)<br>目: eye; class; look; insight; experience; care; favor|don|594
督|534|coach, command, urge, lead, supervise|534|トク||13|叔: uncle; youth<br>目: eye; class; look; insight; experience; care; favor|coach|776
睦|1976|intimate, friendly, harmonious|1993|ボク、モク|むつ.まじい、むつ.む、むつ.ぶ|13|目: eye; class; look; insight; experience; care; favor<br>土: soil; earth; ground; Turkey<br>八: eight; eight radical (no. 12)<br>土: soil; earth; ground; Turkey|intimate|1632
睡|1735|drowsy, sleep, die|1739|スイ|ねむ.る、ねむ.い|13|目: eye; class; look; insight; experience; care; favor<br>垂: droop; suspend; hang; slouch|drowsy|1707
睾|2715|testicles|9999|コウ||14|血: blood<br>幸: happiness; blessing; fortune|testicle|2936
瞑|2273|sleep, dark, close eyes|2326|メイ、ベン、ミョウ、ミン、メン|めい.する、つぶ.る、つむ.る、くら.い|15|目: eye; class; look; insight; experience; care; favor<br>冥: dark|close the eyes|2859
瞥|2716|glance at|9999|ベツ、ヘツ||17|敝: be worn-out; be dilapidated; be defeated<br>目: eye; class; look; insight; experience; care; favor|glimpse|2935
瞬|1264|wink, blink, twinkle|1265|シュン|またた.く、まじろ.ぐ|18|目: eye; class; look; insight; experience; care; favor<br>舜: type of morning glory; rose of Sharon; althea|wink|880
瞭|2717|clear|9999|リョウ|あきらか|17|目: eye; class; look; insight; experience; care; favor<br>大: large; big<br>日: day; sun; Japan; counter for days<br>小: little; small|obvious|1843
瞳|2050|pupil (of eye)|2069|ドウ、トウ|ひとみ|17|目: eye; class; look; insight; experience; care; favor<br>童: juvenile; child|pupil|469
矛|1535|halberd, arms, festival float|1538|ム、ボウ|ほこ|5|予: beforehand; previous; myself; I<br>丿: katakana no radical (no. 4)|halberd|1311
矢|1293|dart, arrow|1294|シ|や|5|天: heavens; sky; imperial|dart|1305
知|205|know, wisdom|205|チ|し.る、し.らせる|8|矢: dart; arrow<br>口: mouth|know|1308
矩|2316|ruler, carpenter's square|2380|ク|かね、かねざし、さしがね|10|矢: dart; arrow<br>巨: gigantic; big; large; great|carpenter's square|2631
短|689|short, brevity, fault, defect, weak point|689|タン|みじか.い|12|矢: dart; arrow<br>豆: beans; pea; midget|short|1550
矯|2084|rectify, straighten, correct, reform, cure, control, pretend, falsify|2105|キョウ|た.める|17|矢: dart; arrow<br>喬: high; boasting|rectify|1306
石|342|stone|342|セキ、シャク、コク|いし|5|口: mouth|stone|118
砂|1146|sand|1146|サ、シャ|すな|9|石: stone<br>少: few; little|sand|122
研|336|polish, study of, sharpen|336|ケン|と.ぐ|9|石: stone<br>幵: put together|polish|729
砕|1576|smash, break, crush, familiar, popular|1579|サイ|くだ.く、くだ.ける|9|石: stone<br>卆: soldier; private; die|smash|121
砥|2718|whetstone, grindstone|9999|シ、テイ、キイ、チ|と、といし、と.ぐ、みが.く|10|石: stone<br>氏: family name; surname; clan<br>一: one; one radical (no.1)|grindstone|2636
砦|2254|fort, stronghold, entrenchments|2304|サイ|とりで|11|此: this; current; next; coming; last; past<br>石: stone|fort|2204
砲|1267|cannon, gun|1268|ホウ||10|石: stone<br>包: wrap; pack up; cover; conceal|cannon|571
破|590|rend, rip, tear, break, destroy, defeat, frustrate|590|ハ|やぶ.る、やぶ.れる、わ.れる|10|石: stone<br>皮: pelt; skin; hide; leather; skin radical (no. 107)|rend|869
砺|2719|whetstone, polish|9999|レイ|あらと、みが.く|10|石: stone<br>厂: wild goose; trailing cliff radical (no. 27)<br>万: ten thousand; 10,000|whetstone|2641
硝|2130|nitrate, saltpeter|2154|ショウ||12|石: stone<br>肖: resemblance|nitrate|120
硫|1860|sulphur|1867|リュウ||12|石: stone<br>㐬: a cup with pendants; a pennant; wild; barren; uncultivated|sulfur|825
硬|1101|stiff, hard|1101|コウ|かた.い|12|石: stone<br>更: grow late; night watch; sit up late; of course; renew; renovate; again; more and more; further|stiff|750
硯|2404|inkstone|2500|ケン、ゲン|すずり|12|石: stone<br>見: see; hopes; chances; idea; opinion; look at; visible|inkstone|2635
碁|1605|Go|1609|ゴ||13|其: that<br>石: stone|Go|1903
碇|2720|anchor, grapnel|9999|テイ|いかり|13|石: stone<br>定: determine; fix; establish; decide|grapnel|2633
碍|2721|obstacle|9999|ガイ、ゲ|さまた.げる|13|石: stone<br>旦: daybreak; dawn; morning<br>寸: measurement; foot/10|obstacle|2638
碑|1786|tombstone, monument|1792|ヒ|いしぶみ|14|石: stone<br>卑: lowly; base; vile; vulgar|tombstone|1630
碓|2304|pestle|2364|カク、タイ|たし.か、かく.たる|13|石: stone<br>隹: bird; old bird radical (no. 172)|mill|2642
碗|2722|porcelain bowl, tea cup|9999|ワン|こばち|13|石: stone<br>宛: address; just like; fortunately|teacup|2637
碧|2367|blue, green|2455|ヘキ、ヒャク||14|玉: jewel; ball<br>日: day; sun; Japan; counter for days<br>石: stone<div>珀: amber<br></div>|blue-green|2634
碩|2723|large, great, eminent|9999|セキ|おお.きい|14|石: stone<br>頁: page; leaf|illustrious|2639
磁|1682|magnet, porcelain|1686|ジ||14|石: stone<br>茲: here|magnet|1491
確|252|assurance, firm, tight, hard, solid, confirm, clear, evident|252|カク、コウ|たし.か、たし.かめる|15|石: stone<br>隺: bird flying; high ambition|assurance|609
磐|1697|rock, crag, cliff, wall (in a mine)|1701|バン、ハン|いわ|15|般: carrier; carry; all<br>石: stone|crag|2632
磨|1604|grind, polish, scour, improve, brush (teeth)|1608|マ|みが.く、す.る|16|麻: hemp; flax<br>石: stone|grind|638
磯|1443|seashore, beach|1444|キ|いそ|17|石: stone<br>幾: how many; how much; how far; how long; some; several|rocky beach|2640
礁|1961|reef, sunken rock|1977|ショウ||17|石: stone<br>焦: char; hurry; impatient; irritate; burn; scorch; singe|reef|600
礎|1224|cornerstone, foundation stone|1224|ソ|いしずえ|18|石: stone<br>楚: whip; cane|cornerstone|421
示|237|show, indicate, point out, express, display|237|ジ、シ|しめ.す|5|示: altar, display (radical no. 113)|show|1167
礼|1185|salute, bow, ceremony, thanks, remuneration|1185|レイ、ライ||5|示: show; indicate; point out; express; display<br>乙: the latter; duplicate; strange; witty; fishhook radical (no. 5)|gratitude!, salutation|1168
社|21|company, firm, office, association, shrine|21|シャ|やしろ|7|示: show; indicate; point out; express; display<br>土: soil; earth; ground; Turkey|company|1173
祀|2724|enshrine, worship|9999|シ|まつ.る、まつり|8|示: show; indicate; point out; express; display<br>巳: sign of the snake or serpent; 9-11AM; sixth sign of Chinese zodiac|enshrine|2993
祇|2144|national or local god, peaceful, great|2169|ギ、キ、シ|くにつかみ、ただ、まさに|8|示: show; indicate; point out; express; display<br>氏: family name; surname; clan|local god|2646
祈|1461|pray, wish|1462|キ|いの.る|8|示: show; indicate; point out; express; display<br>斤: axe; 1.32 lb; catty; counter for loaves of bread; axe radical (no. 69)|pray|1209
祉|1063|welfare, happiness|1063|シ||8|示: show; indicate; point out; express; display<br>止: stop; halt|welfare|1172
祐|1702|help|1706|ユウ、ウ|たす.ける|9|示: show; indicate; point out; express; display<br>右: right|ancestral tablet|2645
祓|2725|exorcise|9999|フツ、ハイ|はら.う|9|示: show; indicate; point out; express; display<br>犬: dog<br>丿: katakana no radical (no. 4)|exorcism|2994
祖|1226|ancestor, pioneer, founder|1226|ソ||9|示: show; indicate; point out; express; display<br>且: moreover; also; furthermore|ancestor|1918
祝|1184|celebrate, congratulate|1184|シュク、シュウ|いわ.う|9|示: show; indicate; point out; express; display<br>兄: elder brother; big brother|celebrate|1170
神|347|gods, mind, soul|347|シン、ジン|かみ、かん-、こう-|9|示: show; indicate; point out; express; display<br>申: have the honor to; sign of the monkey; 3-5PM; ninth sign of Chinese zodiac|gods|1200
祟|2726|curse, haunt|9999|スイ|たた.る、たた.り|10|出: exit; leave; go out; come out; put out; protrude<br>示: show; indicate; point out; express; display|cast a spell|2946
祢|2727|ancestral shrine|9999|ネ、デイ、ナイ||9|示: show; indicate; point out; express; display<br>尓: you; that|ancestral shrine|2647
祥|1272|auspicious, happiness, blessedness, good omen, good fortune|1273|ショウ|さいわ.い、きざ.し、よ.い、つまび.らか|10|示: show; indicate; point out; express; display<br>羊: sheep|auspicious|1169
票|489|ballot, label, ticket, sign|489|ヒョウ||11|襾: cover; place on top of; west radical variant (no. 146)<br>示: show; indicate; point out; express; display|ballot|1732
祭|1124|ritual, offer prayers, celebrate, deify, enshrine, worship|1124|サイ|まつ.る、まつ.り、まつり|11|月: month; moon<br>示: show; indicate; point out; express; display|ritual|1183
祷|2728|pray|9999|トウ|いの.る、いの.り、まつ.る|11|示: show; indicate; point out; express; display<br>寿: longevity; congratulations; one's natural life|beseech|2644
禄|2105|fief, allowance, pension, grant, happiness|2126|ロク|さいわ.い、ふち|12|示: show; indicate; point out; express; display<br>彑: pig's head radical variant (no. 58)<br>水: water|salarium|2648
視|362|inspection, regard as, see, look at|362|シ|み.る|11|示: show; indicate; point out; express; display<br>見: see; hopes; chances; idea; opinion; look at; visible|inspection|1174
禁|681|prohibition, ban, forbid|681|キン||13|林: grove; forest<br>示: show; indicate; point out; express; display|prohibition|1179
禅|1895|Zen, silent meditation|1902|ゼン、セン|しずか、ゆず.る|13|示: show; indicate; point out; express; display<br>単: simple; one; single; merely|Zen|2080
禍|1992|calamity, misfortune, evil, curse|2010|カ|わざわい|13|示: show; indicate; point out; express; display<br>咼: crooked mouth; evil; dishonest|calamity|1386
禎|2063|happiness, blessed, good fortune, auspicious|2083|テイ|さいわ.い|13|示: show; indicate; point out; express; display<br>貞: upright; chastity; constancy; righteousness|felicitation|2649
福|467|blessing, fortune, luck, wealth|467|フク||13|示: show; indicate; point out; express; display<br>畐: to fill; roll of cloth|blessing|1171
禦|2729|defend, protect, resist, ward off|9999|ギョ、ゴ|ふせ.ぐ|17|御: honorable; manipulate; govern<br>示: show; indicate; point out; express; display|fend off|2643
禽|2730|bird, captive, capture|9999|キン|とり、とりこ|13|人: person<br>亠: kettle lid radical (no. 8)<br>凶: villain; evil; bad luck; disaster<br>禸: rump; footprint radical (no. 114)|fowl|2206
萬|2104|ten thousand, 10,000|2125|マン、バン|よろず|12|艸: grass; plants; grass radical (no. 140)<br>禺: long-tailed monkey|ten thousand [old]|2974
