垣|1536|hedge, fence, wall|1539|エン|かき|9|土: soil; earth; ground; Turkey<br>亘: span; request|hedge|165
城|795|castle|795|ジョウ、セイ|しろ|9|土: soil; earth; ground; Turkey<br>成: turn into; become; get; grow; elapse; reach|castle|387
埋|1110|bury, be filled up, embedded|1110|マイ|う.める、う.まる、う.もれる、うず.める、うず.まる、い.ける|10|土: soil; earth; ground; Turkey<br>里: ri; village; parent's home; league|bury|191
埜|2477|open country, field, wilderness|9999|ヤ、ショ|の|11|林: grove; forest<br>土: soil; earth; ground; Turkey|plains [old]|2984
域|396|range, region, limits, stage, level|396|イキ||11|土: soil; earth; ground; Turkey<br>或: some; one; or; possibly; a certain|range|380
埠|2478|wharf|9999|フ、ホ|つか、はとば|11|土: soil; earth; ground; Turkey<br>阜: hill; mound; left village radical (no. 170)|wharf|2304
埴|2127|clay|2150|ショク|はに、へな|11|土: soil; earth; ground; Turkey<br>直: straightaway; honesty; frankness; fix; repair|clay|2299
執|800|tenacious, take hold, grasp, take to heart|800|シツ、シュウ|と.る|11|幸: happiness; blessing; fortune<br>丸: round; full (month); perfection; -ship; pills; make round; roll up; curl up; seduce; explain away|tenacious|1623
培|1430|cultivate, foster|1431|バイ|つちか.う|11|土: soil; earth; ground; Turkey<br>立: stand up; rise; set up; erect<br>口: mouth|cultivate|516
基|241|fundamentals, radical (chem), counter for machines, foundation|241|キ|もと、もとい|11|其: that<br>土: soil; earth; ground; Turkey|fundamentals|1904
埼|971|cape, spit, promontory|971|キ|さき、さい、みさき|11|土: soil; earth; ground; Turkey<br>奇: strange; strangeness; curiosity|cape|164
堀|1284|ditch, moat, canal|1285|クツ|ほり|11|土: soil; earth; ground; Turkey<br>屈: yield; bend; flinch; submit|ditch|1142
堂|1010|public chamber, hall|1010|ドウ||11|尚: esteem; furthermore; still; yet<br>土: soil; earth; ground; Turkey|public chamber|861
堅|1049|strict, hard, solid, tough, tight, reliable|1049|ケン|かた.い、-がた.い|12|臣: retainer; subject<br>又: or again; furthermore; on the other hand<br>土: soil; earth; ground; Turkey|strict|917
堆|2157|piled high|2184|タイ、ツイ|うずたか.い|11|土: soil; earth; ground; Turkey<br>隹: bird; old bird radical (no. 172)|piled high|596
堕|2067|degenerate, descend to, lapse into|2087|ダ|お.ちる、くず.す、くず.れる|12|陏: melon; wrap<br>土: soil; earth; ground; Turkey|degenerate|1411
堤|1654|dike, bank, embankment|1658|テイ|つつみ|12|土: soil; earth; ground; Turkey<br>是: just so; this; right; justice|dike|416
堪|1939|withstand, endure, support, resist|1953|カン、タン|た.える、たま.る、こら.える、こた.える|12|土: soil; earth; ground; Turkey<br>甚: tremendously; very; great; exceedingly|withstand|1907
堰|1904|dam, prevent, stop up|1913|エン|せき、せ.く|12|土: soil; earth; ground; Turkey<br>匚: box-on-side enclosure radical (no. 22)<br>日: day; sun; Japan; counter for days<br>女: woman; female|dam|2305
報|167|report, news, reward, retribution|167|ホウ|むく.いる|12|幸: happiness; blessing; fortune<br>卩: seal radical (no. 26)<br>又: or again; furthermore; on the other hand|report|1625
場|52|location, place|52|ジョウ、チョウ|ば|12|土: soil; earth; ground; Turkey<br>昜: open; sun|location|584
堵|2479|fence, railing, enclosure|9999|ト|かき|11|土: soil; earth; ground; Turkey<br>者: someone; person|railing|2306
塀|1974|fence, wall, (kokuji)|1991|ヘイ、ベイ||12|土: soil; earth; ground; Turkey<br>屏: wall; fence|fence|1136
塁|651|bases, fort, rampart, walls, base(ball)|651|ルイ、ライ、スイ|とりで|12|田: rice field; rice paddy<br>冫: two-stroke water radical or ice radical (no. 15)<br>土: soil; earth; ground; Turkey|bases|1871
塊|1794|clod, lump, chunk, clot, mass|1800|カイ、ケ|かたまり、つちくれ|13|土: soil; earth; ground; Turkey<br>鬼: ghost; devil|clod|2180
塑|2480|model, molding|9999|ソ|でく|13|朔: conjunction (astronomy); first day of month<br>土: soil; earth; ground; Turkey|model|2110
塔|1704|pagoda, tower, steeple|1708|トウ||12|土: soil; earth; ground; Turkey<br>荅: adzuki beans; thick|pagoda|270
塗|1413|paint, plaster, daub, smear, coating|1414|ト|ぬ.る、ぬ.り、まみ.れる|13|水: water<br>余: too much; myself; surplus; other; remainder<br>土: soil; earth; ground; Turkey|paint|1792
塚|869|hillock, mound|869|チョウ|つか、-づか|12|土: soil; earth; ground; Turkey<br>冢: mound; hillock|hillock|1117
塞|2481|close, shut, cover, block, obstruct|9999|ソク、サイ|ふさ.ぐ、とりで、み.ちる|13|宀: shaped crown; katakana u radical (no. 40)<br>三: three<br>八: eight; eight radical (no. 12)<br>土: soil; earth; ground; Turkey|block up|1646
塩|1148|salt|1148|エン|しお|13|土: soil; earth; ground; Turkey<br>口: mouth<br>皿: dish; a helping; plate|salt|1568
填|2482|fill in|9999|テン、チン|は.まる、は.める、うず.める、しず.める、ふさ.ぐ|13|土: soil; earth; ground; Turkey<br>真: true; reality; Buddhist sect|stuff up|166
塵|2483|dust, trash, garbage|9999|チン、ジン|ちり、ごみ|14|鹿: deer<br>土: soil; earth; ground; Turkey|dust|2853
塾|1296|cram school, private school|1297|ジュク||14|孰: which; how; who<br>土: soil; earth; ground; Turkey|cram school|331
境|346|boundary, border, region|346|キョウ、ケイ|さかい|14|土: soil; earth; ground; Turkey<br>竟: end; finally|boundary|523
墓|1336|grave, tomb|1337|ボ|はか|13|莫: must not; do not; be not<br>土: soil; earth; ground; Turkey|grave|246
増|231|increase, add, augment, gain, promote|231|ゾウ|ま.す、ま.し、ふ.える、ふ.やす|14|土: soil; earth; ground; Turkey<br>曽: formerly; once; before; ever; never; ex-|increase|541
墜|1465|crash, fall (down)|1466|ツイ|お.ちる、お.つ|15|隊: regiment; party; company; squad<br>土: soil; earth; ground; Turkey|crash|1404
墳|1816|tomb, mound|1822|フン||15|土: soil; earth; ground; Turkey<br>賁: decorate|tomb|1282
墾|2484|ground-breaking, open up farmland|9999|コン|は.る、ひら.く|16|豸: snake; legless insect; badger or clawed dog radical (no. 153)<br>艮: northeast (Oriental zodiac); stopping; good radical (no. 138)<br>土: soil; earth; ground; Turkey|groundbreaking|2124
壁|1037|wall, lining (stomach), fence|1037|ヘキ|かべ|16|辟: false; punish; crime; law<br>土: soil; earth; ground; Turkey|wall|1616
壇|1510|podium, stage, rostrum, terrace|1512|ダン、タン||16|土: soil; earth; ground; Turkey<br>亶: truly; wholly; cordial|podium|631
壊|727|demolition, break, destroy|727|カイ、エ|こわ.す、こわ.れる、やぶ.る|16|土: soil; earth; ground; Turkey<br>十: ten<br>网: net; net or net crown radical (no. 122)<br>衣: garment; clothes; dressing|demolition|427
壌|1406|lot, earth, soil|1407|ジョウ|つち|16|土: soil; earth; ground; Turkey<br>襄: rise; raise|lot|1649
壕|2232|trench, dugout, air raid shelter|2273|コウ、ゴウ|ほり|17|土: soil; earth; ground; Turkey<br>豪: overpowering; great; powerful; excelling; Australia|dugout|2301
士|526|gentleman, scholar, samurai, samurai radical (no. 33)|526|シ|さむらい|3|士: scholar, bachelor (radical no. 33)|gentleman|341
壮|1653|robust, manhood, prosperity|1657|ソウ|さかん|6|爿: split wood, left-side kata radical (no. 91)<br />士: gentleman; samurai; samurai radical (no. 33)|robust|343
声|388|voice|388|セイ、ショウ|こえ、こわ-|7|土: soil; earth; ground; Turkey|voice|2044
壱|2294|one (in documents)|2351|イチ、イツ|ひとつ|7|土: soil; earth; ground; Turkey<br>冖: wa-shaped crown radical (no. 14)<br>匕: spoon; spoon or katakana hi radical (no. 21)|I (one)|496
売|202|sell|202|バイ|う.る、う.れる|7|土: soil; earth; ground; Turkey<br>冖: wa-shaped crown radical (no. 14)<br>八: eight; eight radical (no. 12)|sell|345
壷|2168|jar, pot, hinge knuckle, one's aim|2197|コ|つぼ|11|土: soil; earth; ground; Turkey<br>冖: wa-shaped crown radical (no. 14)|crock|2913
壽|2485|longevity, congratulations|9999|ジュ、ス、シュウ|ことぶき、ことぶ.く、ことほ.ぐ|14|土: soil; earth; ground; Turkey<br>工: craft; construction; katakana e radical (no. 48)<br>一: one; one radical (no.1)<br>口: mouth<br>寸: measurement; foot/10|longevity [old]|2996
変|238|unusual, change, strange|238|ヘン|か.わる、か.わり、か.える|9|亦: also; again<br>夂: winter radical (no. 34)|unusual|1882
夏|659|summer|659|カ、ガ、ゲ|なつ|10|一: one; one radical (no.1)<br>自: oneself<br>夂: winter radical (no. 34)|summer|317
夕|924|evening|924|セキ|ゆう|3|夕: evening,  katakana ta radical (no. 36)|evening|114
外|81|outside|81|ガイ、ゲ|そと、ほか、はず.す、はず.れる、と-|5|夕: evening<br>卜: divination|outside|116
夙|2486|bright and early, long ago, early in life|9999|シュク|つとに、はやい|6|几: table; table enclosure; table or windy radical (no. 16)<br>歹: bare bone; bad; wrong; death radical (n. 78)|earlybird|2267
多|139|many, frequent, much|139|タ|おお.い、まさ.に、まさ.る|6|夕: evening<br>夕: evening|many|113
夜|487|night, evening|487|ヤ|よ、よる|8|亠: kettle lid radical (no. 8)<br>人: person<br>夕: evening|night|1115
夢|943|dream, vision, illusion|943|ム、ボウ|ゆめ、ゆめ.みる、くら.い|13|艸: grass; plants; grass radical (no. 140)<br>网: net; net or net crown radical (no. 122)<br>冖: wa-shaped crown radical (no. 14)<br>夕: evening|dream|327
夥|2487|immense, tremendous|9999|カ、ワ|おびただ.しい|14|果: fruit; reward; carry out; achieve; complete; end; finish; succeed<br>多: many; frequent; much|plentiful|2950
大|7|large, big|7|ダイ、タイ|おお-、おお.きい、-おお.いに|3|大: big, big radical (no. 37)|large|112
天|512|heavens, sky, imperial|512|テン|あまつ、あめ、あま-|4|一: one; one radical (no.1)<br>大: large; big|heavens|457
太|552|plump, thick, big around|552|タイ、タ|ふと.い、ふと.る|4|大: large; big<br>丶: dot; tick or dot radical (no. 3)|plump|126
夫|335|husband, man|335|フ、フウ、ブ|おっと、それ|4|大: large; big|husband|901
央|582|center, middle|582|オウ||5|丨: number one; line; rod radical (no. 2)<br>大: large; big|center|1877
失|447|lose, error, fault, disadvantage, loss|447|シツ|うしな.う、う.せる|5|丿: katakana no radical (no. 4)<br>夫: husband; man|lose|908
夷|2271|barbarian, savage, Ainu|2324|イ|えびす、えみし、ころ.す、たい.らげる|6|大: large; big<br>弓: bow; bow (archery, violin)|ebisu|2893
奄|2029|cover, suffocate, obstruct|2047|エン|おお.う、たちまち|8|大: large; big<br>日: day; sun; Japan; counter for days|encompassing|2212
奇|1366|strange, strangeness, curiosity|1367|キ|く.しき、あや.しい、くし、めずら.しい|8|大: large; big<br>可: can; passable; mustn't; should not; do not|strange|133
奈|841|Nara, what?|841|ナ、ナイ、ダイ|いかん、からなし|8|大: large; big<br>示: show; indicate; point out; express; display|Nara|1175
奉|1620|observance, offer, present, dedicate|1624|ホウ、ブ|たてまつ.る、まつ.る、ほう.ずる|8|三: three<br>大: large; big<br>丨: number one; line; rod radical (no. 2)|dedicate|1695
奎|2488|star, god of literature|9999|ケイ、キ||9|大: large; big<br>圭: square jewel; corner; angle; edge|Andromeda|2939
奏|1067|play music, speak to a ruler, complete|1067|ソウ|かな.でる|9|三: three<br>人: person<br>天: heavens; sky; imperial|play music|1693
契|898|pledge, promise, vow|898|ケイ|ちぎ.る|9|刀: sword; saber; knife<br>大: large; big|pledge|1669
奔|1877|run, bustle|1884|ホン|はし.る|8|大: large; big<br>卉: grass|bustle|1280
套|2489|accumulate, big and long, hackneyed|9999|トウ|かさ.ねる|10|大: large; big<br>長: long; leader|hackneyed|2910
奥|1018|heart, interior|1018|オウ|おく、おく.まる、くま|12|丿: katakana no radical (no. 4)<br>冂: upside-down box radical (no. 13)<br>米: rice; USA; metre<br>大: large; big|core|997
奨|1444|exhort, urge, encourage|1445|ショウ、ソウ|すす.める|13|将: leader; commander; general; admiral; or; and again; soon; from now on; just about<br>大: large; big|exhort|790
奪|974|rob, take by force, snatch away, dispossess, plunder, usurp|974|ダツ|うば.う|14|大: large; big<br>隹: bird; old bird radical (no. 172)<br>寸: measurement; foot/10|rob|608
奮|1519|stirred up, be invigorated, flourish|1521|フン|ふる.う|16|大: large; big<br>隹: bird; old bird radical (no. 172)<br>田: rice field; rice paddy|stirred up|607
女|151|woman, female|151|ジョ、ニョ、ニョウ|おんな、め|3|女: woman, female, female radical (no. 38)|woman|102
奴|1920|guy, slave, manservant, fellow|1932|ド|やつ、やっこ|5|女: woman; female<br>又: or again; furthermore; on the other hand|guy|758
好|423|fond, pleasing, like something|423|コウ|この.む、す.く、よ.い、い.い|6|女: woman; female<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|fond|103
如|1700|likeness, like, such as, as if, better, best, equal|1704|ジョ、ニョ|ごと.し|6|女: woman; female<br>口: mouth|likeness|104
妃|1747|queen, princess|1752|ヒ|きさき|6|女: woman; female<br>己: self; snake; serpent|queen|566
妄|2224|delusion, unnecessarily, without authority, reckless|2264|モウ、ボウ|みだ.りに|6|亡: deceased; the late; dying; perish<br>女: woman; female|delusion|526
妊|1412|pregnancy|1413|ニン、ジン|はら.む、みごも.る|7|女: woman; female<br>壬: 9th calendar sign|pregnancy|546
妓|2490|stretch, singing girl, geisha, prostitute|9999|ギ、キ|わざおぎ、うたいめ|7|女: woman; female<br>支: branch; support; sustain; branch radical (no. 65)|courtesan|2312
妖|1948|attractive, bewitching, calamity|1964|ヨウ|あや.しい、なま.めく、わざわ.い|7|女: woman; female<br>夭: early death; calamity|bewitched|458
妙|1122|exquisite, strange, queer, mystery, miracle, excellent, delicate, charming|1122|ミョウ、ビョウ|たえ|7|女: woman; female<br>少: few; little|exquisite|130
妥|1102|gentle, peace, depravity|1102|ダ||7|爪: claw; nail; talon<br>女: woman; female|gentle|785
妨|1481|disturb, prevent, hamper, obstruct|1482|ボウ|さまた.げる|7|女: woman; female<br>方: direction; person; alternative|disturb|530
妬|2491|jealous, envy|9999|ト、ツ|ねた.む、そね.む、つも.る、ふさ.ぐ|8|女: woman; female<br>石: stone|jealous|123
妹|1445|younger sister|1446|マイ|いもうと|8|女: woman; female<br>未: un-; not yet; hitherto; still; even now; sign of the ram; 1-3PM; eighth sign of Chinese zodiac|younger sister|234
妻|691|wife, spouse|691|サイ|つま|8|彑: pig's head radical variant (no. 58)<br>女: woman; female|wife|2035
妾|2492|concubine|9999|ショウ|めかけ、そばめ、わらわ|8|立: stand up; rise; set up; erect<br>女: woman; female|concubine|2667
姉|1472|elder sister|1473|シ|あね、はは|8|女: woman; female<br>市: market; city; town|elder sister|442
始|244|commence, begin|244|シ|はじ.める、-はじ.める、はじ.まる|8|女: woman; female<br>台: pedestal; a stand; counter for machines and vehicles|commence|809
姐|2493|elder sister, maidservant|9999|ソ、シャ|あね、ねえさん|8|女: woman; female<br>且: moreover; also; furthermore|young miss|2318
姑|2023|mother-in-law|2041|コ|しゅうとめ、しゅうと、おば、しばらく|8|女: woman; female<br>古: old|mother-in-law|2317
姓|1624|surname|1628|セイ、ショウ||8|女: woman; female<br>生: life; genuine; birth|surname|1678
委|187|committee, entrust to, leave to, devote, discard|187|イ|ゆだ.ねる|8|禾: 2-branch tree radical (no. 115)<br>女: woman; female|committee|979
姥|2494|old woman|9999|ボ、モ|うば|9|女: woman; female<br>老: old man; old age; grow old|aged woman|2316
姦|2495|wicked, mischief, seduce, rape, noisy|9999|カン、ケン|かん.する、かしま.しい、みだら|9|女: woman; female<br>女: woman; female<br>女: woman; female|violate|2308
姪|2496|niece|9999|テツ、チツ、ジチ、イツ、イチ|めい、おい|9|女: woman; female<br>至: climax; arrive; proceed; reach; attain; result in|niece|2314
姫|1563|princess|1566|キ|ひめ、ひめ-|10|女: woman; female<br>臣: retainer; subject|princess|912
姻|1969|matrimony, marry|1985|イン||9|女: woman; female<br>因: cause; factor; be associated with; depend on; be limited to|matrimony|627
姿|441|figure, form, shape|441|シ|すがた|9|次: next; order; sequence<br>女: woman; female|figure|513
威|1103|intimidate, dignity, majesty, menace, threaten|1103|イ|おど.す、おど.し、おど.かす|9|戌: sign of the dog; 7-9PM; eleventh sign of Chinese zodiac<br>女: woman; female|intimidate|389
娃|2497|beautiful|9999|ア、アイ、ワ|うつく.しい|9|女: woman; female<br>圭: square jewel; corner; angle; edge|fair|2313
娘|1145|daughter, girl|1145|ジョウ|むすめ、こ|10|女: woman; female<br>良: good; pleasing; skilled|daughter|1581
娠|1619|with child, pregnancy|1623|シン||10|女: woman; female<br>辰: sign of the dragon; 7-9AM; fifth sign of Chinese zodiac; shin dragon radical (no. 161)|with child|2168
娯|1821|recreation, pleasure|1827|ゴ||10|女: woman; female<br>呉: give; do something for|recreation|2047
娼|2208|prostitute|2242|ショウ|あそびめ|11|女: woman; female<br>昌: prosperous; bright; clear|harlot|2311
婆|2351|old woman, grandma, wet nurse|2435|バ|ばば、ばあ|11|波: waves; billows; Poland<br>女: woman; female|old woman|867
婉|2498|graceful|9999|エン|うつく.しい、したが.う|11|女: woman; female<br>宛: address; just like; fortunately|well finished|2310
婚|767|marriage|767|コン||11|女: woman; female<br>昏: dark; evening; dusk|marriage|1972
婢|2499|maidservant|9999|ヒ|はしため|11|女: woman; female<br>卑: lowly; base; vile; vulgar|handmaiden|2309
婦|671|lady, woman, wife, bride|671|フ|よめ|11|女: woman; female<br>帚: broom|lady|1234
婿|2078|bridegroom, son-in-law|2099|セイ|むこ|12|女: woman; female<br>胥: together; mutual; subordinate official|bridegroom|422
媒|1893|mediator, go-between|1900|バイ|なこうど|12|女: woman; female<br>某: so-and-so; one; a certain; that person|mediator|1898
媛|1731|beautiful woman, princess|1735|エン|ひめ|12|女: woman; female<br>爰: lead on to; therefore; then|beautiful woman|2100
嫁|1578|marry into, bride|1581|カ|よめ、とつ.ぐ、い.く、ゆ.く|13|女: woman; female<br>家: house; home; family; professional; expert; performer|marry into|581
嫉|2265|jealous, envy|2317|シツ|そね.む、ねた.む、にく.む|13|女: woman; female<br>疾: rapidly|envy|1820
嫌|1207|dislike, detest, hate|1207|ケン、ゲン|きら.う、きら.い、いや|13|女: woman; female<br>兼: concurrently; and|dislike|1724
嫡|2107|legitimate wife, direct descent (non-bastard)|2130|チャク、テキ||14|女: woman; female<br>亠: kettle lid radical (no. 8)<br>冂: upside-down box radical (no. 13)<br>古: old|legitimate wife|472
嬉|2233|glad, pleased, rejoice|2274|キ|うれ.しい、たの.しむ|15|女: woman; female<br>喜: rejoice; take pleasure in|overjoyed|2319
嬌|2500|attractive|9999|キョウ|なまめか.しい|15|女: woman; female<br>喬: high; boasting|attractive|461
嬢|2041|lass, girl, Miss, daughter|2059|ジョウ|むすめ|16|女: woman; female<br>襄: rise; raise|lass|1650
嬬|2501|mistress, weak|9999|ジュ|よわ.い|17|女: woman; female<br>需: demand; request; need|mistress|2315
嬰|2502|sharp (music), baby|9999|エイ|ふ.れる、みどりご、あかご|17|貝: shellfish<br>貝: shellfish<br>女: woman; female|suckling infant|2307
子|72|child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac|72|シ、ス、ツ|こ、-こ、ね|3|子: child, seed, child radical (no. 39)|child|99
孔|2034|cavity, hole, slit, very, great, exceedingly|2052|コウ、ク|あな|4|子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac<br>乙: the latter; duplicate; strange; witty; fishhook radical (no. 5)|cavity|100
孕|2503|become pregnant|9999|ヨウ|はら.む|5|乃: from; possessive particle; whereupon; accordingly<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|expecting|2320
字|485|character, letter, word, section of village|485|ジ|あざ、あざな、-な|6|宀: shaped crown; katakana u radical (no. 40)<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|character|197
存|577|exist, suppose, be aware of, believe, feel|577|ソン、ゾン|ながら.える、あ.る、たも.つ、と.う|6|人: person<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|suppose|739
孜|1456|industriousness|1457|シ|つと.める|7|子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac<br>攴: strike; hit; folding chair radical (no. 66)|assiduous|2321
孝|1030|filial piety, child's respect|1030|コウ、キョウ||7|老: old man; old age; grow old<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|filial piety|1342
季|842|seasons|842|キ||8|禾: 2-branch tree radical (no. 115)<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|seasons|978
孤|1239|orphan, alone|1239|コ||9|子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac<br>瓜: melon|orphan|2024
学|63|study, learning, science|63|ガク|まな.ぶ|8|小: small, insignificant<br>冖: wa-shaped crown radical (no. 14)<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac|study|346
孫|1387|grandchild, descendants|1388|ソン|まご|10|子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac<br>系: lineage; system|grandchild|1494
宅|357|home, house, residence, our house, my husband|357|タク||6|宀: shaped crown; katakana u radical (no. 40)<br>乇: to depend on; to entrust with|home|2065
宇|883|eaves, roof, house, heaven|883|ウ||6|宀: shaped crown; katakana u radical (no. 40)<br>于: going; from|eaves|1785
守|457|guard, protect, defend, obey|457|シュ、ス|まも.る、まも.り、もり、-もり、かみ|6|宀: shaped crown; katakana u radical (no. 40)<br>寸: measurement; foot/10|guard|198
安|144|relax, cheap, low, quiet, rested, contented, peaceful|144|アン|やす.い、やす.まる、やす、やす.らか|6|宀: shaped crown; katakana u radical (no. 40)<br>女: woman; female|relax|202
宋|2040|dwell, Sung dynasty|2058|ソウ||7|宀: shaped crown; katakana u radical (no. 40)<br>木: tree; wood|Sung dynasty|2326
完|595|perfect, completion, end|595|カン||7|宀: shaped crown; katakana u radical (no. 40)<br>元: beginning; former time; origin|perfect|199
宍|2228|muscles, meat|2269|ニク、ジク|しし|7|宀: shaped crown; katakana u radical (no. 40)<br>六: six|venison|2327
宏|1276|wide, large|1277|コウ|ひろ.い|7|宀: shaped crown; katakana u radical (no. 40)<br>厶: I; myself; katakana mu radical (no. 28)|extensive|2324
宗|997|religion, sect, denomination, main point, origin, essence|997|シュウ、ソウ|むね|8|宀: shaped crown; katakana u radical (no. 40)<br>示: show; indicate; point out; express; display|religion|1181
官|230|bureaucrat, the government, organ|230|カン||8|宀: shaped crown; katakana u radical (no. 40)<br>口: mouth|bureaucrat|1363
宙|1005|mid-air, air, space, sky, memorization, interval of time|1005|チュウ||8|宀: shaped crown; katakana u radical (no. 40)<br>由: wherefore; a reason|mid-air|1190
定|48|determine, fix, establish, decide|48|テイ、ジョウ|さだ.める、さだ.まる、さだ.か|8|宀: shaped crown; katakana u radical (no. 40)<br>疋: head; counter for animals|determine|408
宛|2504|address, just like, fortunately|9999|エン|あ.てる、-あて、-づつ、あたか.も|8|宀: shaped crown; katakana u radical (no. 40)<br>夕: evening<br>卩: seal radical (no. 26)|address|1521
宜|1761|best regards, good|1766|ギ|よろ.しい、よろ.しく|8|宀: shaped crown; katakana u radical (no. 40)<br>且: moreover; also; furthermore|best regards|1922
宝|1139|treasure, wealth, valuables|1139|ホウ|たから|8|宀: shaped crown; katakana u radical (no. 40)<br>玉: jewel; ball|treasure|273
実|68|reality, truth|68|ジツ、シツ|み、みの.る、まこと、みの、みち.る|8|宀: shaped crown; katakana u radical (no. 40)<br>三: three<br>人: person|reality|1694
客|557|guest, visitor, customer, client|557|キャク、カク||9|宀: shaped crown; katakana u radical (no. 40)<br>各: each; every; either|guest|315
宣|695|proclaim, say, announce|695|セン|のたま.う|9|宀: shaped crown; katakana u radical (no. 40)<br>亘: span; request|proclaim|200
室|550|room, apartment, chamber, greenhouse, cellar|550|シツ|むろ|9|宀: shaped crown; katakana u radical (no. 40)<br>至: climax; arrive; proceed; reach; attain; result in|room|816
宥|2505|soothe, calm, pacify|9999|ユウ|なだ.める、ゆる.す|9|宀: shaped crown; katakana u radical (no. 40)<br>有: possess; have; exist; happen; occur; approx|soothe|2322
宮|367|Shinto shrine, constellations, palace, princess|367|キュウ、グウ、ク、クウ|みや|10|宀: shaped crown; katakana u radical (no. 40)<br>呂: spine; backbone|Shinto shrine|1110
宰|1593|superintend, manager, rule|1597|サイ||10|宀: shaped crown; katakana u radical (no. 40)<br>辛: spicy; bitter; hot; acrid|superintend|1615
害|358|harm, injury|358|ガイ||10|宀: shaped crown; katakana u radical (no. 40)<br>口: mouth|harm|1671
宴|1671|banquet, feast, party|1675|エン|うたげ|10|宀: shaped crown; katakana u radical (no. 40)<br>日: day; sun; Japan; counter for days<br>女: woman; female|banquet|203
宵|2223|wee hours, evening, early night|2262|ショウ|よい|10|宀: shaped crown; katakana u radical (no. 40)<br>肖: resemblance|wee hours|201
家|133|house, home, family, professional, expert, performer|133|カ、ケ|いえ、や、うち|10|宀: shaped crown; katakana u radical (no. 40)<br>豕: pig; hog; pig radical (no. 152)|house|580
容|264|contain, form, looks|264|ヨウ|い.れる|10|宀: shaped crown; katakana u radical (no. 40)<br>谷: valley|contain|853
宿|701|inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling|701|シュク|やど、やど.る、やど.す|11|宀: shaped crown; katakana u radical (no. 40)<br>佰: 100; hundred; leader of 100 men; east-west path between paddies|inn|1070
寂|1595|loneliness, quietly, mellow, mature, death of a priest|1599|ジャク、セキ|さび、さび.しい、さび.れる、さみ.しい|11|宀: shaped crown; katakana u radical (no. 40)<br>叔: uncle; youth|loneliness|777
寄|673|draw near, stop in, bring near, gather, collect, send, forward|673|キ|よ.る、-よ.り、よ.せる|11|宀: shaped crown; katakana u radical (no. 40)<br>奇: strange; strangeness; curiosity|draw near|204
寅|1959|sign of the tiger, 3-5AM, third sign of Chinese zodiac|1975|イン|とら|11|宀: shaped crown; katakana u radical (no. 40)<br>由: wherefore; a reason<br>八: eight; eight radical (no. 12)|sign of the tiger|2162
密|815|secrecy, density (pop), minuteness, carefulness|815|ミツ|ひそ.か|11|宀: shaped crown; katakana u radical (no. 40)<br>必: invariably; certain; inevitable<br>山: mountain|secrecy|837
富|644|wealth, enrich, abundant|644|フ、フウ|と.む、とみ|12|宀: shaped crown; katakana u radical (no. 40)<br>畐: to fill; roll of cloth|wealth|205
寒|1455|cold|1456|カン|さむ.い|12|宀: shaped crown; katakana u radical (no. 40)<br>三: three<br>八: eight; eight radical (no. 12)<br>冫: two-stroke water radical or ice radical (no. 15)|cold|1645
寓|2277|temporary abode, imply, suggest|2330|グウ、グ、ドウ|ぐう.する、かこつ.ける、よ.せる、よ.る、かりずまい|12|宀: shaped crown; katakana u radical (no. 40)<br>禺: long-tailed monkey|imply|2323
寛|1376|tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded|1377|カン|くつろ.ぐ、ひろ.い、ゆる.やか|13|宀: shaped crown; katakana u radical (no. 40)<br>莧: edible greens; amaranth|tolerant|241
寝|1034|lie down, sleep, rest, bed, remain unsold|1034|シン|ね.る、ね.かす、い.ぬ、みたまや、や.める|13|宀: shaped crown; katakana u radical (no. 40)<br>爿: left-side kata radical (no. 91)<br>彑: pig's head radical variant (no. 58)<br>冖: wa-shaped crown radical (no. 14)<br>又: or again; furthermore; on the other hand|lie down|1233
察|477|guess, presume, surmise, judge, understand|477|サツ||14|宀: shaped crown; katakana u radical (no. 40)<br>祭: ritual; offer prayers; celebrate; deify; enshrine; worship|guess|1184
寡|2017|widow, minority, few|2035|カ||14|宀: shaped crown; katakana u radical (no. 40)<br>自: oneself<br>分: part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100|widow|664
寧|1693|rather, preferably, peaceful, quiet, tranquility|1697|ネイ|むし.ろ|14|寍: used as a term of comparison<br>丁: street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign|rather|897
